Localidad,Codigo UTA 2020,Codigo UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia
RINCON DE MILBERG,068050805010009,068050805010009,-34.4097532,-58.6304827,TIGRE,TIGRE,BUENOS AIRES
RICARDO ROJAS,068050805010008,068050805010008,-34.45633397,-58.68066703,TIGRE,TIGRE,BUENOS AIRES
TIGRE,068050805010010,068050805010010,-34.42669251,-58.57797175,TIGRE,TIGRE,BUENOS AIRES
DON TORCUATO OESTE,068050805010004,068050805010004,-34.50353546,-58.62752866,TIGRE,TIGRE,BUENOS AIRES
EL TALAR,068050805010005,068050805010005,-34.47132134,-58.65703019,TIGRE,TIGRE,BUENOS AIRES
BENAVIDEZ,068050805010001,068050805010001,-34.41043474,-58.68879197,TIGRE,TIGRE,BUENOS AIRES
TRES BOCAS,068050805000023,068050805000023,-34.38486862,-58.55365372,TIGRE,TIGRE,BUENOS AIRES
ALMACEN AROSA,061680168000002,061680168000002,-36.103578,-57.814792,CASTELLI,CASTELLI,BUENOS AIRES
ABETHUR,061680168000001,061680168000001,-36.1352289,-57.7158097,CASTELLI,CASTELLI,BUENOS AIRES
LAS TORTUGAS,061680168000019,061680168000019,-36.2366782,-57.9809372,CASTELLI,CASTELLI,BUENOS AIRES
EL MANANTIAL,061680168000007,061680168000007,-35.83980173,-57.4339205,CASTELLI,CASTELLI,BUENOS AIRES
LOS ALTOS VERDES,061680168000020,061680168000020,-36.1108248,-57.9085944,CASTELLI,CASTELLI,BUENOS AIRES
LA REDUCCION,061680168000014,061680168000014,-35.8867172,-57.5669977,CASTELLI,CASTELLI,BUENOS AIRES
LA INDIA MUERTA,061680168000013,061680168000013,-36.0025291,-57.7240551,CASTELLI,CASTELLI,BUENOS AIRES
EL TRIANGULO,061680168000008,061680168000008,-35.9336919,-57.6872901,CASTELLI,CASTELLI,BUENOS AIRES
CENTRO GUERRERO,061680168020000,061680168020000,-36.05706219,-57.82354226,CASTELLI,CASTELLI,BUENOS AIRES
LA CALIFORNIA,061680168000009,061680168000009,-36.0861086,-57.7203645,CASTELLI,CASTELLI,BUENOS AIRES
EL CALLEJON,061680168000005,061680168000005,-35.85551834,-57.70947269,CASTELLI,CASTELLI,BUENOS AIRES
LA CORINA,061680168000010,061680168000010,-36.0624025,-57.8981788,CASTELLI,CASTELLI,BUENOS AIRES
CERRO DE LA GLORIA (CANAL 15),061680168030000,061680168030000,-35.97605306,-57.44873545,CASTELLI,CASTELLI,BUENOS AIRES
EL ARAZA,061680168000004,061680168000004,-36.1486847,-57.8646413,CASTELLI,CASTELLI,BUENOS AIRES
LOS MOLLES,061680168000021,061680168000021,-36.0894825,-57.6114886,CASTELLI,CASTELLI,BUENOS AIRES
LA SALADA,061680168000016,061680168000016,-36.0155095,-57.6548984,CASTELLI,CASTELLI,BUENOS AIRES
CASTELLI,061680168010000,061680168010000,-36.09169412,-57.80718016,CASTELLI,CASTELLI,BUENOS AIRES
SAN CAYETANO,067420742030000,067420742030000,-38.34697095,-59.60638261,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
OCHANDIO,067420742020000,067420742020000,-38.35982445,-59.79353494,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
LA GAMA,067420742000011,067420742000011,-38.12713623,-59.54868699,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
COLONIA RIVADAVIA,067420742000002,067420742000002,-38.6740577,-59.49935949,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
VAGNOLI,067420742000018,067420742000018,-38.160179,-59.4534746,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
EL PINO,067420742000008,067420742000008,-38.2211455,-59.6002078,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
EL CARRETERO,067420742000005,067420742000005,-38.4956044,-59.7899924,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
CRISTIANO MUERTO,067420742000004,067420742000004,-38.64835553,-59.60718027,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
EL INDIO,067420742000007,067420742000007,-38.1317487,-59.6457599,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
BALNEARIO SAN CAYETANO,067420742010000,067420742010000,-38.7481815,-59.42920459,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES
VALERIA DEL MAR,066440644010004,066440644010004,-37.14455578,-56.890292,PINAMAR,PINAMAR,BUENOS AIRES
CARILO,066440644010001,066440644010001,-37.16415938,-56.90279144,PINAMAR,PINAMAR,BUENOS AIRES
OSTENDE,066440644010002,066440644010002,-37.13004776,-56.88339847,PINAMAR,PINAMAR,BUENOS AIRES
PINAMAR,066440644010003,066440644010003,-37.07774489,-56.84372274,PINAMAR,PINAMAR,BUENOS AIRES
LAS TUNAS,068260826000028,068260826000028,-36.0130646,-62.6706257,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
BERUTTI,068260826010000,068260826010000,-35.85803114,-62.5126329,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
NUEVA CASTILLA,068260826000033,068260826000033,-36.056231,-63.0962164,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
FRANCISCO DE VITORIA,068260826000015,068260826000015,-35.6285718,-62.705543,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
TRENQUE LAUQUEN,068260826050000,068260826050000,-35.97469516,-62.73230997,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
EL CORRENTINO,068260826000009,068260826000009,-36.17787165,-62.33549508,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
COLONIA MARTIN FIERRO,068260826000004,068260826000004,-35.7564589,-62.8130143,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
GIRODIAS,068260826020000,068260826020000,-36.3674518,-62.35696609,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA MARIA,068260826000023,068260826000023,-36.1531444,-62.6874542,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
SAN EDUARDO,068260826000036,068260826000036,-36.21825069,-62.80376556,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LAS GUASQUITAS,068260826000027,068260826000027,-36.147017,-62.5318149,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
ELVIRA,068260826000012,068260826000012,-36.255097,-62.6699067,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
FRANCISCO MAGNANO,068260826000016,068260826000016,-35.6558591,-62.4971861,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
PRIMERA JUNTA,068260826000034,068260826000034,-35.9158419,-62.6370481,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
MAYA,068260826000032,068260826000032,-35.727098,-62.4864713,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
MARI LAUQUEN,068260826000031,068260826000031,-36.1303803,-62.9769481,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
COLONIA MANUEL 1°,068260826000003,068260826000003,-36.4325837,-62.6817288,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
CORAZZI,068260826000007,068260826000007,-36.20864105,-62.40026474,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
SAN PEDRO,068260826000037,068260826000037,-36.399333,-62.5978776,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA ATALAYA,068260826000017,068260826000017,-35.9972982,-62.6048496,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
TRONGE,068260826060000,068260826060000,-36.46030924,-62.4871229,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
COLONIA EL MATE,068260826000002,068260826000002,-36.0383096,-62.8210281,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LERTORA,068260826000029,068260826000029,-35.9207243,-62.9809752,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
DUHAU,068260826000008,068260826000008,-36.10863495,-62.27248764,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA ZANJA,068260826000025,068260826000025,-36.0521385,-62.8766738,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA CANDELARIA,068260826000018,068260826000018,-36.1213524,-62.2183031,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
SANTA CATALINA,068260826000039,068260826000039,-35.79400635,-62.59650421,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA CARRETA,068260826030000,068260826030000,-36.19648116,-62.22456414,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
30 DE AGOSTO,068260826040000,068260826040000,-36.27797201,-62.54530887,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
COLONIA SANTA ANA,068260826000005,068260826000005,-36.3445703,-62.4794991,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LOS CHAÑARES,068260826000030,068260826000030,-35.9094299,-62.5398718,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
APARICIO,061890189010000,061890189010000,-38.62049491,-60.88096034,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CUARTEL II,061890189000003,061890189000003,-38.9223145,-61.308335,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LAS CORTADERAS,061890189000015,061890189000015,-38.53625,-61.4521,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL PERDIDO,061890189040000,061890189040000,-38.67577528,-61.08844218,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LOS JUNCOS,061890189000018,061890189000018,-38.94183731,-61.08320618,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
ZUBIARRE,061890189000020,061890189000020,-38.7605051,-60.7580466,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA AURORA,061890189000010,061890189000010,-38.4409955,-61.1222507,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL CALFIAO,061890189000004,061890189000004,-38.84817,-60.79475,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA RUTA,061890189075000,061890189075000,-38.65341641,-60.86085577,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
NICOLAS DESCALZI,061890189000019,061890189000019,-38.4405618,-60.9890793,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL ZORRO,061890189000007,061890189000007,-38.5588093,-61.0924633,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CENTRO URQUIZA,061890189000002,061890189000002,-38.4783937,-61.3763373,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
FARO,061890189050000,061890189050000,-38.79667811,-61.06887721,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL LUCERO,061890189000005,061890189000005,-38.33359146,-61.16125488,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA GLORIA,061890189000011,061890189000011,-38.4408987,-61.2730285,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CORONEL DORREGO,061890189030000,061890189030000,-38.71662392,-61.28849489,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LOMA CHATA,061890189000017,061890189000017,-38.6193269,-61.4926114,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
GIL,061890189000008,061890189000008,-38.7920836,-60.9090365,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
SAN ROMAN,061890189080000,061890189080000,-38.74155509,-61.53772001,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
ORIENTE,061890189070000,061890189070000,-38.73884912,-60.60922382,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CALVO,061890189000001,061890189000001,-38.7655502,-61.4127594,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
BALNEARIO MARISOL,061890189020000,061890189020000,-38.92249069,-60.53297745,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
IRENE,061890189060000,061890189060000,-38.55434263,-60.69549388,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA LUNA,061890189000013,061890189000013,-38.8462744,-61.2219387,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
DIQUE N° 1,062450245010001,062450245010001,-34.87584856,-57.9336299,ENSENADA,ENSENADA,BUENOS AIRES
ENSENADA,062450245010002,062450245010002,-34.86797702,-57.92143793,ENSENADA,ENSENADA,BUENOS AIRES
PUNTA LARA,062450245010004,062450245010004,-34.83466894,-58.00104819,ENSENADA,ENSENADA,BUENOS AIRES
VILLA CATELA,062450245010005,062450245010005,-34.88460015,-57.95112903,ENSENADA,ENSENADA,BUENOS AIRES
ISLA SANTIAGO (OESTE),062450245010003,062450245010003,-34.8370462,-57.89996204,ENSENADA,ENSENADA,BUENOS AIRES
VILLA GRISOLIA,060210021050000,060210021050000,-35.10961783,-60.07055133,ALBERTI,ALBERTI,BUENOS AIRES
PLA,060210021040000,060210021040000,-35.12438198,-60.22006126,ALBERTI,ALBERTI,BUENOS AIRES
CORONEL SEGUI,060210021020000,060210021020000,-34.868119,-60.39397088,ALBERTI,ALBERTI,BUENOS AIRES
LARREA,060210021000010,060210021000010,-35.05400196,-60.368236,ALBERTI,ALBERTI,BUENOS AIRES
BAUDRIX,060210021000001,060210021000001,-35.23729324,-60.30303192,ALBERTI,ALBERTI,BUENOS AIRES
VILLA MARIA,060210021060000,060210021060000,-34.88812555,-60.34693856,ALBERTI,ALBERTI,BUENOS AIRES
ALBERTI,060210021010000,060210021010000,-35.03307344,-60.28061973,ALBERTI,ALBERTI,BUENOS AIRES
MECHITA,060210021030000,060210021030000,-35.06801367,-60.40259716,ALBERTI,ALBERTI,BUENOS AIRES
PRESIDENTE QUINTANA,060210021000011,060210021000011,-35.2223288,-60.1892658,ALBERTI,ALBERTI,BUENOS AIRES
VILLA ORTIZ,060210021070000,060210021070000,-34.84353295,-60.30484986,ALBERTI,ALBERTI,BUENOS AIRES
CUARTEL VI,060210021000004,060210021000004,-35.0984101,-60.2046394,ALBERTI,ALBERTI,BUENOS AIRES
EL RECUERDO,060210021000006,060210021000006,-35.094841,-60.37724304,ALBERTI,ALBERTI,BUENOS AIRES
CUARTEL V,060210021000003,060210021000003,-34.9800093,-60.2888076,ALBERTI,ALBERTI,BUENOS AIRES
LOMAS DE ZAMORA,064900490010003,064900490010003,-34.76276764,-58.42679039,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
BANFIELD,064900490010001,064900490010001,-34.73790272,-58.44067537,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
LLAVALLOL,064900490010002,064900490010002,-34.79461823,-58.43209085,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
VILLA FIORITO,064900490010007,064900490010007,-34.7067104,-58.44513045,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
TEMPERLEY,064900490010004,064900490010004,-34.76748663,-58.37804613,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
VILLA CENTENARIO,064900490010006,064900490010006,-34.7289933,-58.42834364,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
TURDERA,064900490010005,064900490010005,-34.78956072,-58.40410565,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES
BARRIO LOS PIONEROS,061260126020000,061260126020000,-34.25304064,-58.95844004,CAMPANA,CAMPANA,BUENOS AIRES
LOMAS DEL RIO LUJAN,061260126040000,061260126040000,-34.28167706,-58.89119065,CAMPANA,CAMPANA,BUENOS AIRES
EL MOREJON,061260126000016,061260126000016,-34.2095602,-59.0379424,CAMPANA,CAMPANA,BUENOS AIRES
ESTACION ESPERIMENTAL DELTA DEL PARANA,061260126000017,061260126000017,-34.173752,-58.8628243,CAMPANA,CAMPANA,BUENOS AIRES
BLONDEAU,061260126000013,061260126000013,-34.059934,-58.836065,CAMPANA,CAMPANA,BUENOS AIRES
CHACRAS DEL RIO LUJAN,061260126035000,061260126035000,-34.29341532,-58.92119904,CAMPANA,CAMPANA,BUENOS AIRES
ALTO LOS CARDALES,061260126010000,061260126010000,-34.31602437,-58.97845748,CAMPANA,CAMPANA,BUENOS AIRES
LA GRANJA,061260126000020,061260126000020,-34.20248,-58.82880001,CAMPANA,CAMPANA,BUENOS AIRES
CAMPANA,061260126030000,061260126030000,-34.16396181,-58.9588741,CAMPANA,CAMPANA,BUENOS AIRES
ISLA TALAVERA,061260126000018,061260126000018,-33.968385,-58.9665118,CAMPANA,CAMPANA,BUENOS AIRES
SAN JOSE DE OTAMENDI,062800280000029,062800280000029,-38.2440211,-58.1036131,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
MIRAMAR,062800280040000,062800280040000,-38.27074293,-57.84047146,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
LAS PIEDRITAS,062800280000022,062800280000022,-38.01107407,-58.07204059,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
LA BALLENERA,062800280000011,062800280000011,-38.1594587,-57.975638,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
ESTANCIA LA TOTO,062800280000010,062800280000010,-38.22244917,-57.89572673,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
COMANDANTE NICANOR OTAMENDI,062800280010000,062800280010000,-38.11193351,-57.84153531,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
MECHONGUE,062800280030000,062800280030000,-38.14865451,-58.22301211,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
LA REFORMA,062800280000019,062800280000019,-38.0666494,-57.9716277,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
LA EUFEMIA,062800280000015,062800280000015,-38.325186,-58.061113,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
MAR DEL SUR,062800280020000,062800280020000,-38.34468815,-57.99203931,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
CENTINELA DEL MAR,062800280005000,062800280005000,-38.43488064,-58.21686373,GENERAL ALVARADO,GENERAL ALVARADO,BUENOS AIRES
AEROPUERTO INTERNACIONAL EZEIZA,062700270010001,062700270010001,-34.81282163,-58.55216501,EZEIZA,EZEIZA,BUENOS AIRES
JOSE MARIA EZEIZA,062700270010004,062700270010004,-34.85361001,-58.51955217,EZEIZA,EZEIZA,BUENOS AIRES
TRISTAN SUAREZ,062700270010006,062700270010006,-34.88515272,-58.57003359,EZEIZA,EZEIZA,BUENOS AIRES
LA UNION,062700270010005,062700270010005,-34.85038597,-58.55586955,EZEIZA,EZEIZA,BUENOS AIRES
CANNING,062700270010002,062700270010002,-34.8962284,-58.5087006,EZEIZA,EZEIZA,BUENOS AIRES
CARLOS SPEGAZZINI,062700270010003,062700270010003,-34.93384899,-58.57800173,EZEIZA,EZEIZA,BUENOS AIRES
EL PORVENIR,062700270000001,062700270000001,-34.9645699,-58.5460971,EZEIZA,EZEIZA,BUENOS AIRES
BELLA VISTA,067600760010001,067600760010001,-34.57514015,-58.69604099,SAN MIGUEL,SAN MIGUEL,BUENOS AIRES
CAMPO DE MAYO,067600760010002,067600760010002,-34.53468182,-58.65138602,SAN MIGUEL,SAN MIGUEL,BUENOS AIRES
MUÑIZ,067600760010003,067600760010003,-34.55573516,-58.70802276,SAN MIGUEL,SAN MIGUEL,BUENOS AIRES
SAN MIGUEL,067600760010004,067600760010004,-34.55362287,-58.73478752,SAN MIGUEL,SAN MIGUEL,BUENOS AIRES
LA POROTA,060070007000020,060070007000020,-37.2547036,-62.6911852,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
COLONIA LAPIN,060070007000009,060070007000009,-37.371538,-63.0543759,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
DELFIN HUERGO,060070007030000,060070007030000,-37.31732926,-63.23316906,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
LEUBUCO,060070007000025,060070007000025,-36.8702316,-63.0403507,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
VILLA MARGARITA,060070007100000,060070007100000,-37.46009929,-63.24056586,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
LA CONQUISTA,060070007000017,060070007000017,-37.2436607,-62.5527989,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
LA SAL,060070007000021,060070007000021,-37.2606361,-62.9919086,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
ESTACION LA CONCEPCION,060070007000014,060070007000014,-37.0303787,-62.7845369,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
COLONIA SAN MIGUEL ARCANGEL,060070007020000,060070007020000,-37.44861865,-63.11760941,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
SAN MARCOS,060070007000035,060070007000035,-37.4957351,-63.3564779,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
ARTURO VATTEONE,060070007000003,060070007000003,-37.1792,-62.8579,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
THAMES,060070007000037,060070007000037,-36.92916556,-63.29572653,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
COLONIA LEVEN,060070007000010,060070007000010,-37.3087052,-63.3371347,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
AVESTRUZ,060070007000004,060070007000004,-37.65923691,-63.34940338,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
MASALLE,060070007000029,060070007000029,-37.05896605,-62.95196633,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
TRES LAGUNAS,060070007000038,060070007000038,-37.1405176,-63.0115519,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
LA PALA,060070007060000,060070007060000,-36.66134009,-63.36612817,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
SANTA ANITA,060070007000036,060070007000036,-36.8738749,-63.147085,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
RIVERA,060070007080000,060070007080000,-37.15835461,-63.24421949,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
CANONIGO GORRITI,060070007000006,060070007000006,-37.54851151,-63.24396896,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
ESTEBAN AGUSTIN GASCON,060070007050000,060070007050000,-37.4544378,-63.256595,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
ARANO,060070007000002,060070007000002,-37.04622644,-63.26682104,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
ESPARTILLAR,060070007040000,060070007040000,-37.35633456,-62.43876378,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
CARHUE,060070007010000,060070007010000,-37.1774801,-62.75789626,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
LAGO EPECUEN,060070007000024,060070007000024,-37.12684631,-62.79946137,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
YUTUYACO,060070007110000,060070007110000,-36.98843095,-63.13380889,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
MAZA,060070007070000,060070007070000,-36.79994681,-63.33851515,ADOLFO ALSINA,ADOLFO ALSINA,BUENOS AIRES
EL CORTAPIE,067000700000007,067000700000007,-37.9519997,-62.65493973,SAAVEDRA,SAAVEDRA,BUENOS AIRES
DUFAUR,067000700030000,067000700030000,-37.9428223,-62.28486427,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LAS ENCADENADAS,067000700055000,067000700055000,-38.03610827,-62.47041407,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LOS CERRITOS,067000700000013,067000700000013,-38.0226981,-62.4311323,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LAS LOMAS,067000700000011,067000700000011,-37.98635864,-62.53989792,SAAVEDRA,SAAVEDRA,BUENOS AIRES
ARROYO CORTO,067000700010000,067000700010000,-37.51291797,-62.31168378,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LA NORMA,067000700000009,067000700000009,-37.8167505,-62.2477312,SAAVEDRA,SAAVEDRA,BUENOS AIRES
ABRA DEL HINOJO,067000700000001,067000700000001,-37.72446606,-62.10173503,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LAS MARIAS,067000700000012,067000700000012,-37.6667569,-62.4924979,SAAVEDRA,SAAVEDRA,BUENOS AIRES
ALTA VISTA,067000700000002,067000700000002,-37.6497091,-62.7001185,SAAVEDRA,SAAVEDRA,BUENOS AIRES
SAAVEDRA,067000700070000,067000700070000,-37.76364022,-62.3506328,SAAVEDRA,SAAVEDRA,BUENOS AIRES
ESPARTILLAR (E),067000700040000,067000700040000,-37.36043439,-62.42973868,SAAVEDRA,SAAVEDRA,BUENOS AIRES
GOYENA,067000700050000,067000700050000,-37.71925185,-62.60712963,SAAVEDRA,SAAVEDRA,BUENOS AIRES
LA COLONIA NUEVA,067000700000008,067000700000008,-37.5309121,-62.5709197,SAAVEDRA,SAAVEDRA,BUENOS AIRES
COLONIA SAN PEDRO,067000700000006,067000700000006,-37.95583725,-62.34457398,SAAVEDRA,SAAVEDRA,BUENOS AIRES
PIGUE,067000700060000,067000700060000,-37.6063896,-62.40577288,SAAVEDRA,SAAVEDRA,BUENOS AIRES
COLONIA SAN MARTIN,067000700020000,067000700020000,-37.97691521,-62.33260956,SAAVEDRA,SAAVEDRA,BUENOS AIRES
SAN FRANCISCO,060140014000013,060140014000013,-38.06703,-59.87374001,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
LA HISPANO ARGENTINA,060140014000007,060140014000007,-37.9869681,-59.9183059,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
EL POLEO,060140014000004,060140014000004,-37.82831192,-60.16119003,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
LOS FACHINALES,060140014000010,060140014000010,-37.853063,-60.6723351,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
MAULEON,060140014000012,060140014000012,-37.7294888,-60.5480826,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
LA SORTIJA,060140014000008,060140014000008,-38.00753021,-60.56388474,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
JUAN E. BARRA,060140014030000,060140014030000,-37.82338717,-60.48463977,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
LA EMMA,060140014000006,060140014000006,-37.88867,-60.05203,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
EL LUCERO,060140014000003,060140014000003,-38.17739,-59.91248001,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
ALZAGA,060140014000001,060140014000001,-37.85445023,-59.95879364,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
ADOLFO GONZALES CHAVES,060140014010000,060140014010000,-38.03339951,-60.10033417,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
VASQUEZ,060140014040000,060140014040000,-38.17668614,-60.17084873,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
SANTA CLARA,060140014000014,060140014000014,-38.006638,-59.7303478,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
SANTA MARIA,060140014000015,060140014000015,-37.889047,-60.3147188,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
